1_clip	10_clip	11_clip	12_clip	13_clip	14_clip	15_clip	16_clip	17_clip	18_clip	19_clip	2_clip	20_clip	21_clip	22_clip	23_clip	24_clip	25_clip	26_clip	27_clip	28_clip	29_clip	3_clip	30_clip	32_clip	33_clip	34_clip	35_clip	36_clip	37_clip	38_clip	39_clip	4_clip	41_clip	42_clip	43_clip	44_clip	45_clip	46_clip	5_clip	6_clip	7_clip	8_clip	9_clip
sq598	0	0	0	0	2	1	0	2	1	2	0	0	1	1	1	0	0	0	0	1	2	0	0	2	1	0	1	2	0	2	1	0	0	6	10	6	2	15	24	0	0	0	0	0
sq599	3	0	2	0	2	0	1	1	0	1	0	6	0	1	4	0	0	4	3	2	2	0	0	0	0	2	2	6	4	4	0	0	3	0	0	2	4	7	8	1	0	1	6	3
sq600	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	4	2	2	7	2	2	0	0	1	16	11	3	11	7	8	1	0	1	1	1
sq601	0	0	1	1	0	5	1	4	4	5	6	1	0	0	3	8	1	1	9	9	6	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	1	2	0	1	5	4	2
sq602	0	0	1	4	2	2	5	3	6	4	2	0	4	3	5	0	1	2	7	5	8	0	0	0	0	3	3	3	3	1	0	0	0	0	0	0	5	0	1	1	0	0	0	1
sq603	0	0	0	2	2	1	1	1	0	3	3	1	1	1	1	0	3	2	1	2	3	0	2	0	0	0	1	3	4	3	0	0	2	2	0	1	6	6	8	1	4	5	5	4
sq604	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	4	9	6	10	6	6	0	0	0	9	2	2	9	6	11	0	0	0	0	0
sq605	8	2	5	1	5	0	1	1	0	0	1	11	1	3	11	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	1	2	1	3	4	6
sq606	2	0	0	2	2	0	0	2	0	0	0	5	1	0	1	0	1	0	3	3	0	0	0	0	1	0	1	1	4	2	0	0	6	2	1	0	4	3	11	2	3	10	7	4
sq607	2	0	0	0	1	0	0	3	3	1	1	7	0	0	0	0	1	0	4	2	0	0	3	0	0	0	0	0	0	5	1	2	2	0	1	0	9	3	3	3	5	5	9	8
sq608	2	0	0	0	2	0	1	6	5	3	2	2	0	1	5	2	1	2	3	9	2	0	2	0	0	3	0	1	0	0	0	0	3	8	3	3	0	0	1	1	2	4	2	3
sq609	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	4	6	4	8	0	0	0	5	0	6	2	11	22	0	0	2	1	2
sq610	8	1	0	1	3	2	2	4	0	2	2	9	1	3	3	1	1	1	6	4	5	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	6	3	4	3
sq611	3	0	2	1	2	2	0	2	2	1	0	3	2	1	2	4	5	1	6	7	3	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	7	5	3	4
sq612	3	4	1	2	3	0	0	0	0	2	1	5	2	3	4	0	0	1	1	0	2	0	1	4	1	2	3	2	2	4	0	0	1	3	1	3	5	0	11	0	1	3	2	0
sq613	2	0	0	0	1	0	0	1	1	1	1	2	2	0	1	0	1	1	2	1	3	0	0	0	1	0	3	2	4	4	0	0	2	0	3	3	14	9	4	2	4	3	1	4
sq614	1	0	1	0	3	0	1	0	3	0	1	2	0	0	4	0	2	2	3	4	8	0	0	0	3	7	4	3	4	0	0	0	0	4	0	3	2	13	4	0	0	1	0	0
sq615	0	0	0	3	1	0	1	1	3	0	3	0	1	2	1	0	1	1	0	1	5	0	0	0	1	6	6	3	7	10	0	0	0	0	1	0	7	3	15	0	0	0	0	0
sq616	5	0	3	0	1	1	4	1	0	2	1	0	2	0	2	1	2	0	2	3	6	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	2	8	13	11
sq617	2	0	0	0	2	0	1	1	0	2	4	8	2	2	2	2	4	3	4	6	5	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	5	4	11	2
sq618	1	0	0	2	2	2	3	1	1	1	3	3	3	0	2	2	3	0	1	1	2	0	1	0	0	0	1	1	2	1	0	0	7	0	0	5	2	2	6	3	1	4	9	4
sq619	7	0	1	6	1	0	6	1	0	3	0	9	0	1	4	1	2	0	3	0	5	0	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	5	6	2	4	0
sq620	0	0	0	1	1	0	3	0	4	1	2	0	0	0	0	0	1	6	7	0	3	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	3	1	7	4	8	11	11
sq621	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	4	9	5	4	9	0	0	0	0	0	2	8	8	24	0	0	0	0	0
sq622	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	1	3	19	7	2	0	0	0	1	3	0	17	2	17	0	0	0	0	0
sq623	8	2	2	1	0	1	1	2	2	1	0	6	0	0	1	1	1	2	0	1	3	0	4	0	1	3	4	0	1	1	0	0	5	0	0	0	0	0	0	4	4	9	6	3
sq624	2	0	0	0	0	0	1	0	2	1	0	5	0	0	0	0	0	0	3	4	1	0	1	0	1	0	0	3	0	1	0	0	3	0	0	0	1	1	3	5	3	3	25	11
sq625	2	3	3	3	3	7	0	0	0	0	1	16	6	1	11	0	0	1	0	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	4	2	5	3
sq626	1	0	0	1	0	1	3	2	2	0	1	5	0	0	0	2	1	0	1	2	1	0	0	0	1	1	0	4	1	0	0	0	3	0	2	0	2	3	3	2	5	9	13	8
sq627	1	0	0	5	1	1	5	2	3	0	1	2	3	1	2	0	1	4	1	0	1	0	2	0	0	0	1	1	2	2	0	5	0	2	1	6	2	8	10	1	3	0	0	0
sq628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	4	4	12	42	12	0	0	0	0	0
sq629	8	0	2	2	1	2	5	4	2	2	1	8	4	1	3	3	2	1	1	3	3	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	6	1	3	1
sq630	6	0	0	2	4	0	0	0	1	0	2	5	0	2	2	0	0	1	3	1	2	0	1	0	0	0	2	2	0	0	0	0	6	0	0	0	1	7	3	4	8	3	4	7
sq631	2	0	1	0	0	0	0	0	1	1	3	1	0	0	1	1	1	6	5	2	4	0	0	0	0	0	1	6	1	3	0	0	5	0	2	0	3	2	5	4	3	3	11	1
sq632	10	1	3	0	2	1	1	2	1	0	3	11	2	2	4	1	1	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	6	2	2	8	6
sq633	9	1	3	3	1	5	2	2	2	0	3	4	7	4	1	0	1	5	1	0	3	0	5	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	2	2	1	2	2
sq634	8	1	1	6	4	2	1	4	1	0	1	6	1	1	8	2	3	3	4	1	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	7	0	1	1
sq635	6	0	1	0	1	0	1	1	1	3	1	5	0	1	0	1	0	0	3	4	2	0	1	0	0	1	0	0	0	0	0	0	4	0	0	7	0	2	0	0	1	8	17	6
sq636	4	0	2	2	0	0	0	3	2	1	4	4	2	2	0	0	2	1	5	3	1	0	1	0	0	0	0	0	1	0	0	0	7	0	0	0	1	1	1	3	7	4	7	7
sq637	3	0	0	2	1	1	2	0	1	1	1	1	0	0	0	0	1	1	2	4	0	0	0	0	0	2	5	1	2	0	0	0	1	4	0	0	2	7	12	3	1	4	6	7
sq638	2	0	1	2	1	0	0	0	1	0	5	6	1	1	2	0	0	1	6	1	2	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0	0	7	9	10	8	6
sq639	2	0	0	2	1	1	2	2	1	1	0	1	1	1	1	0	0	3	2	1	1	0	1	0	0	0	0	1	1	0	0	0	7	3	3	0	3	8	2	3	4	7	8	4
sq640	8	8	2	2	2	0	0	0	1	1	0	10	1	0	7	1	4	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	4	2	6	6
sq641	1	1	1	0	0	0	0	1	1	2	0	0	0	1	0	1	1	2	2	1	1	0	1	0	1	3	2	4	3	1	0	0	4	0	0	0	4	1	7	2	3	4	8	13
sq642	0	0	2	0	2	0	1	0	2	1	2	0	0	0	1	0	0	2	1	1	3	0	0	13	1	3	7	4	6	10	0	0	0	1	3	0	3	2	6	0	0	0	0	0
sq643	0	0	0	0	0	0	3	1	2	0	2	3	0	1	1	0	0	1	4	4	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	1	0	4	1	6	23	8
sq644	4	0	2	1	1	0	2	0	0	5	0	8	1	2	3	1	1	1	2	3	3	0	2	0	0	4	0	1	2	0	1	0	1	1	0	0	1	2	0	2	6	3	6	4
sq645	4	0	1	2	0	0	1	1	0	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	0	3	2	4	1	4	6	0	6	0	0	0	1	4	6	0	5	11	7	1
sq646	2	0	1	0	1	0	1	0	2	0	1	3	0	2	1	2	1	1	2	2	3	0	2	0	0	0	1	1	0	1	5	0	1	1	0	0	1	5	4	0	8	4	8	9
sq647	1	0	0	0	1	0	1	0	0	0	0	3	0	0	1	1	0	0	1	1	0	0	1	14	0	2	3	3	2	1	1	0	1	11	0	1	6	2	3	2	3	5	2	3
sq648	1	0	0	0	3	3	0	2	4	1	1	0	0	0	0	0	0	1	6	4	7	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	4	3
sq649	1	0	0	1	1	0	0	1	3	1	1	3	1	1	1	0	0	4	10	4	3	0	2	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0	10	7	3	5	7
sq650	0	0	3	1	1	1	1	1	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	1	0	1	3	1	3	1	0	0	14	3	0	10	6	19	0	0	0	1	0
sq651	0	0	1	1	4	1	0	0	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	35	0	1	2	1	1	4	1	0	0	4	0	1	0	3	9	0	0	0	0	0
sq652	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	2	1	0	3	3	0	0	2	1	0	1	1	0	4	4	3	11	1	12	3	3	3	5	4	3
sq653	4	0	0	1	1	0	0	1	2	1	0	6	1	0	1	0	3	3	7	3	2	0	0	6	0	0	1	0	0	0	0	0	3	0	0	5	0	1	0	5	7	3	3	5
sq654	2	0	0	3	0	0	0	1	2	1	0	3	0	0	1	0	1	0	1	3	1	0	2	0	1	1	2	4	5	4	0	0	8	0	0	0	4	7	4	4	0	5	3	2
sq655	0	0	0	1	0	0	2	1	1	2	2	1	1	0	2	0	0	2	3	1	0	0	2	0	0	2	2	2	2	1	0	0	4	0	0	0	1	6	8	1	3	5	11	6
sq656	4	0	2	2	0	1	0	0	1	2	1	5	1	0	4	0	2	0	3	4	3	0	1	0	2	0	0	1	0	2	0	0	4	0	0	0	1	5	4	2	2	6	4	5
sq657	2	0	5	0	1	0	2	3	0	1	2	4	0	0	1	0	1	4	5	1	4	0	2	0	0	0	1	0	1	0	0	0	4	0	0	1	0	3	2	2	3	2	7	10
sq658	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	5	4	9	0	0	0	2	2	0	10	7	22	0	2	0	0	2
sq659	0	12	0	1	1	0	1	0	2	0	2	4	1	0	1	0	0	1	1	1	0	0	2	0	0	2	3	3	0	1	0	0	0	0	0	0	0	4	0	2	3	5	12	9
sq660	0	0	0	1	4	0	0	4	2	1	5	5	3	1	0	0	0	2	2	1	1	0	2	0	0	4	0	0	0	0	1	0	4	1	0	1	1	1	1	5	6	2	8	5
sq661	3	0	1	1	3	3	1	1	3	1	0	2	4	0	2	1	2	1	11	5	3	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	8	2	5	3
sq662	2	1	0	1	0	0	2	0	0	0	0	11	2	0	0	0	2	0	1	0	1	0	0	5	0	4	0	0	2	0	0	3	2	3	0	2	3	6	2	2	3	5	5	3
sq663	0	0	2	4	3	3	1	0	2	3	0	1	3	3	0	0	0	0	5	1	1	0	3	0	1	4	1	2	2	2	0	0	1	8	1	1	1	1	0	0	4	4	1	4
sq664	0	0	1	7	4	0	0	1	2	0	0	7	2	2	3	2	2	1	2	1	0	0	3	0	0	0	0	5	0	0	1	0	3	1	3	0	4	2	0	2	5	2	0	5
sq665	0	0	0	4	4	1	6	5	3	5	4	1	1	2	1	2	4	5	4	10	5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	2
sq666	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	2	1	1	1	0	0	1	0	0	0	2	2	3	2	4	0	2	1	0	1	7	15	12	2	2	1	2	3
sq667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	13	1	6	0	0	2	0	0	1	10	8	20	0	1	1	1	0
sq668	7	0	4	6	1	0	3	2	0	0	0	18	0	1	1	1	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3	2	0	1	2
sq669	2	0	1	6	0	0	1	3	2	1	0	5	0	0	2	1	0	2	1	0	3	0	4	0	1	1	0	0	0	3	0	0	1	1	0	1	6	3	2	2	3	8	6	0
sq670	1	0	0	0	0	0	0	1	2	1	3	7	2	1	0	0	1	0	1	0	2	0	0	0	1	0	3	4	1	3	0	0	4	2	0	0	3	5	9	1	2	3	4	5
sq671	1	0	0	0	2	0	1	1	0	1	0	3	1	1	0	0	1	0	2	2	2	0	0	0	0	0	2	2	0	2	0	0	3	5	2	8	5	5	7	0	2	2	3	6
sq672	1	0	0	0	2	0	0	0	1	2	0	2	0	0	1	1	0	0	4	1	1	0	1	0	0	0	0	3	0	0	9	4	1	3	7	2	1	12	1	0	1	3	6	2
sq673	0	0	0	1	1	2	1	0	0	0	2	2	1	0	0	0	1	0	3	2	0	0	1	0	2	0	0	4	5	4	0	0	0	0	4	0	6	5	5	2	5	6	3	4
sq674	8	0	1	1	1	1	1	0	0	0	1	7	0	1	3	0	0	1	2	0	4	0	4	0	1	3	1	2	1	1	0	0	1	1	0	0	1	2	8	0	0	4	6	3
sq675	6	11	3	1	5	0	0	1	1	0	1	6	1	1	6	1	0	1	3	2	5	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	1	3	4
sq676	1	0	0	3	1	1	0	0	1	3	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	2	2	2	3	0	1	0	1	5	8	5	5	4	4	0	1	3	6	2
sq677	1	0	0	3	5	0	2	0	3	2	4	6	2	1	2	2	2	2	1	1	1	0	1	0	0	0	2	0	0	4	0	0	6	0	0	0	4	1	0	3	3	2	4	1
sq678	4	0	1	1	1	1	2	1	1	1	0	1	1	0	0	0	0	1	1	3	0	0	1	0	1	1	1	1	1	2	0	0	3	1	0	1	7	5	1	3	3	3	12	3
sq679	3	0	1	1	0	0	2	0	0	4	1	2	1	0	1	0	0	0	3	2	1	0	1	5	1	0	2	4	3	5	0	0	6	0	0	1	3	2	0	0	1	2	6	6
sq680	1	0	0	2	0	1	0	1	0	3	1	3	1	1	0	0	0	1	2	1	0	0	0	0	1	0	3	6	2	4	0	0	3	0	0	0	2	8	2	1	1	5	10	4
sq681	0	0	5	4	2	4	5	0	3	3	1	1	0	0	0	1	0	3	3	3	1	0	0	0	5	1	1	6	4	1	0	0	0	0	0	0	0	8	2	0	1	2	0	0
sq682	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	5	0	5	8	5	6	0	0	0	11	4	0	7	6	8	0	0	0	0	0
sq683	3	0	0	0	0	0	0	1	3	0	3	5	0	1	2	0	2	2	0	3	0	0	1	0	0	0	2	2	1	1	0	0	5	0	0	0	2	1	4	3	6	5	7	4
sq684	1	0	0	1	2	0	1	2	2	0	2	3	1	1	2	0	2	2	2	4	0	0	3	0	0	3	1	2	3	5	0	0	3	0	0	1	2	4	8	1	0	1	1	3
sq685	0	0	0	2	0	4	1	0	0	2	0	1	2	1	1	0	0	2	0	0	1	0	0	0	4	2	9	5	9	12	0	0	0	3	1	0	2	2	2	0	0	1	0	0
sq686	3	0	1	6	1	3	1	0	2	4	1	2	4	3	0	1	3	6	2	3	2	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	3	5	2	2	2
sq687	2	0	0	1	2	0	0	1	0	0	1	4	1	2	2	0	0	1	5	4	3	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	4	6	5	5	11
sq688	0	0	1	1	0	1	1	0	0	1	3	3	0	0	3	0	0	2	2	1	1	0	1	0	0	0	0	1	2	3	0	0	6	0	0	0	7	7	0	1	1	5	9	5
sq689	0	0	1	6	0	0	0	1	1	1	1	0	1	1	4	0	0	1	3	1	2	0	0	0	4	7	2	8	2	9	0	0	0	0	1	0	4	3	4	0	0	0	0	0
sq690	0	0	0	0	1	1	0	0	0	0	1	2	1	0	2	0	1	2	0	0	1	1	0	26	2	0	3	2	1	3	0	0	0	3	0	2	1	1	11	0	0	0	0	0
sq691	0	0	0	0	0	1	1	0	0	1	1	3	0	0	0	0	1	2	2	1	0	0	1	0	0	2	0	1	0	6	0	0	2	2	0	0	4	4	3	4	3	9	8	6
sq692	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8	1	0	0	0	0	2	1	0	5	0	5	0	0	5	0	1	0	6	4	6	6	1	7	3	5
sq693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	12	3	9	0	0	0	0	0	0	16	17	8	0	0	0	0	0
sq694	6	5	1	1	0	0	0	0	1	2	0	3	0	0	0	0	1	0	3	1	4	0	1	0	0	1	0	1	3	2	0	0	1	2	0	0	3	5	2	3	1	4	7	3
sq695	3	0	1	0	0	0	1	0	1	2	5	3	0	1	2	0	0	3	6	1	1	0	2	0	0	0	0	2	1	0	0	0	2	0	0	0	3	0	4	5	2	1	8	7
sq696	3	0	1	0	0	0	2	0	1	0	1	3	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	2	4	4	4	9	8	7	10
sq697	3	0	2	2	2	1	1	1	0	1	1	5	0	1	1	3	1	0	6	1	3	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3	5	4	5	2
sq698	3	0	0	0	2	0	1	2	1	3	1	1	0	0	0	0	2	1	6	1	0	0	2	0	0	0	4	1	2	0	1	0	4	4	0	0	1	1	0	2	2	5	8	6
sq699	2	0	0	4	2	1	0	1	0	1	2	7	0	0	1	0	0	2	0	1	0	0	2	2	0	1	0	4	1	0	0	0	5	0	0	0	2	1	7	4	4	6	3	1
sq700	2	0	4	1	2	1	1	0	0	1	0	4	4	0	0	0	1	4	7	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	3	3	5	7	6
sq701	1	1	1	0	0	2	0	1	1	1	0	7	0	0	0	0	2	2	2	0	4	0	4	0	0	0	1	0	1	2	0	0	6	0	0	0	0	2	1	1	6	2	12	4
sq702	1	0	1	0	1	2	2	6	1	5	5	0	1	1	4	0	5	4	4	5	14	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
sq703	0	0	4	0	5	1	2	2	2	2	3	1	3	3	3	2	2	1	4	4	4	0	0	0	0	2	9	3	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0
sq704	13	3	1	4	5	1	1	0	0	0	0	5	3	4	4	0	0	1	2	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	3	2	4
sq705	1	1	0	0	0	1	0	0	1	1	2	0	0	0	2	0	1	1	2	1	0	0	1	0	2	5	1	4	1	0	2	10	1	2	0	0	1	13	5	0	0	2	1	1
sq706	1	0	1	0	1	0	0	1	0	2	3	0	0	0	1	1	1	2	4	2	3	0	0	0	0	4	3	2	1	2	0	0	3	4	0	2	2	4	3	2	5	2	3	1
sq707	0	0	1	2	2	2	0	1	1	1	1	5	0	1	0	0	0	1	2	1	1	0	1	1	1	0	2	2	0	0	2	0	6	2	1	0	1	1	4	3	8	3	3	3
sq708	0	0	0	2	1	0	0	0	0	0	1	1	0	0	3	1	0	1	3	3	0	0	0	6	1	4	7	4	4	6	0	0	0	0	1	0	4	3	9	1	0	0	0	0
sq709	0	0	0	1	2	0	1	0	0	0	2	0	1	0	1	1	0	0	0	1	0	0	0	2	4	1	6	14	3	3	0	0	0	6	0	1	1	4	11	0	0	0	0	0
sq710	4	5	0	0	5	1	1	0	0	0	0	6	0	2	0	1	0	0	3	2	2	0	0	0	1	0	0	3	0	2	0	0	4	0	1	0	0	3	2	3	3	3	3	5
sq711	4	0	0	2	1	0	1	1	0	0	0	4	0	0	4	0	3	3	3	3	0	0	2	0	0	0	1	1	0	1	0	0	4	5	0	0	0	0	0	1	4	5	4	8
sq712	2	0	1	0	0	0	1	0	2	0	1	6	1	1	3	0	0	2	3	2	1	0	3	0	2	0	0	2	1	0	0	0	4	0	1	0	0	0	0	2	4	6	8	6
sq713	0	5	2	2	2	1	1	0	3	1	3	0	4	1	2	0	0	1	5	5	4	0	0	0	4	0	0	2	4	0	0	0	1	0	0	1	0	2	7	0	1	1	0	0
sq714	7	0	4	2	1	1	1	6	2	0	1	6	1	2	1	2	2	0	0	1	0	0	5	0	0	2	1	1	0	1	0	0	2	0	0	0	1	3	0	0	3	1	1	3
sq715	4	0	0	3	4	0	1	2	0	2	3	1	0	1	1	0	1	2	1	3	3	0	0	0	0	1	0	0	3	4	0	0	2	0	0	0	2	2	0	2	1	4	5	6
sq716	4	0	0	2	0	1	0	1	0	1	1	12	1	1	0	0	1	2	0	1	2	1	3	0	1	1	2	0	0	1	0	0	2	0	0	3	1	1	2	2	3	3	2	6
sq717	3	2	1	1	1	1	1	0	2	2	0	8	0	0	1	0	1	0	1	2	3	0	1	0	0	0	2	2	0	0	0	0	2	0	0	0	0	1	2	2	2	4	7	9
sq718	2	0	0	2	1	0	1	2	0	0	0	5	1	1	0	0	0	0	3	3	3	0	0	0	0	1	0	1	0	1	0	0	4	2	0	0	6	5	5	0	3	3	5	4
sq719	2	2	1	0	1	0	1	1	1	1	0	1	0	1	0	0	2	1	1	2	0	0	0	5	0	2	0	2	0	4	0	0	4	0	2	1	0	2	7	2	3	7	4	1
sq720	0	0	3	4	2	0	4	0	1	1	0	0	2	1	2	2	0	2	4	3	2	0	0	0	1	0	4	7	4	1	0	0	0	0	0	2	0	1	10	0	1	0	0	0
sq721	0	0	2	0	1	2	4	0	2	0	0	0	1	1	1	1	4	1	0	2	0	0	0	0	0	4	4	5	2	7	0	0	0	0	0	0	4	3	13	0	0	0	0	0
sq722	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	2	8	2	6	3	4	0	0	0	0	0	12	2	12	3	0	0	0	0	0
sq723	0	0	0	3	1	0	0	0	0	0	0	0	3	2	3	0	0	0	0	1	2	0	0	0	4	2	2	8	2	0	0	0	0	10	0	3	4	1	13	0	0	0	0	0
sq724	0	0	0	1	2	2	2	1	3	4	2	3	2	0	2	2	1	5	2	3	1	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	3	3	3	5	6
sq725	14	0	2	3	3	1	0	1	1	0	0	11	4	2	9	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	2	0	2	0
sq726	2	4	1	0	5	2	0	2	0	1	1	7	5	0	9	0	2	3	2	0	1	0	1	1	0	0	5	2	0	0	0	0	1	0	0	3	0	0	1	1	1	0	0	0
sq727	2	14	0	1	1	4	1	0	2	0	0	2	0	2	0	2	3	3	1	0	2	0	1	0	0	0	0	0	0	1	0	0	3	0	2	0	0	2	0	3	4	2	4	1
sq728	1	0	1	2	1	0	0	0	0	3	0	3	0	0	0	0	0	1	2	2	0	0	0	0	0	1	1	0	2	3	0	0	6	5	1	2	1	8	4	3	1	3	3	3
sq729	1	0	0	1	0	1	0	0	1	1	1	1	0	0	2	0	0	2	4	0	3	0	1	0	0	0	0	3	2	5	0	0	1	1	0	1	3	6	6	3	3	2	3	5
sq730	1	0	0	5	4	1	1	2	1	2	1	0	0	1	2	0	3	4	7	2	3	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	1	1	5	1	2	4	2	1
sq731	0	0	3	3	0	0	1	2	2	4	0	1	2	2	0	0	1	1	4	4	0	0	2	0	0	0	0	2	2	1	0	0	2	0	0	4	1	3	2	2	3	1	5	3
sq732	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	2	0	0	0	6	3	7	5	4	3	11	0	0	0	1	0	5	4	5	1	0	0	0	0	0
sq733	0	0	0	1	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	2	0	0	12	3	2	2	3	0	0	0	0	0	1	3	7	1	9	10	0	0	0	0	0
sq734	5	0	1	1	1	0	0	0	1	1	0	2	0	0	0	0	0	2	2	0	1	0	1	0	0	0	2	2	1	2	0	0	2	0	0	0	3	5	2	5	3	8	4	5
sq735	4	0	1	3	4	0	0	1	0	1	0	9	0	1	4	0	0	0	1	1	4	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	1	4	4	9	2
sq736	3	0	1	0	3	2	1	0	1	2	4	4	0	0	0	0	1	1	3	4	2	0	1	0	0	0	0	1	0	1	0	1	0	0	3	0	0	1	0	2	3	6	5	6
sq737	1	0	0	1	0	0	1	0	0	4	2	10	0	0	1	1	0	2	3	2	1	0	3	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	4	5	4	8	4
sq738	0	0	1	2	2	1	0	0	1	2	0	0	0	1	1	0	0	1	0	1	2	0	0	0	1	0	2	1	2	1	9	0	0	2	4	9	2	4	6	0	0	3	0	1
sq739	0	0	1	0	1	1	0	1	0	0	0	4	0	0	0	0	1	0	3	0	3	0	0	0	0	1	0	2	1	0	0	0	2	0	0	0	0	0	6	4	2	5	14	10
sq740	0	0	0	1	1	0	0	1	2	0	0	0	1	1	1	1	0	0	4	2	1	0	0	0	1	1	9	1	3	5	0	0	0	2	0	0	10	7	7	0	0	0	0	0
sq741	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	3	11	1	1	1	0	0	1	0	0	10	3	19	0	0	0	0	0
sq742	2	4	6	5	9	2	0	0	0	0	0	8	5	3	1	2	0	0	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3
sq743	1	0	0	1	0	0	0	0	1	3	3	7	0	2	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	1	2	2	2	5	2	10	9
sq744	1	0	0	1	3	2	1	0	1	0	0	0	3	1	1	1	0	0	3	1	1	0	0	0	4	1	0	8	2	0	0	0	1	1	0	7	2	3	8	1	0	1	2	0
sq745	1	0	0	3	3	0	2	1	1	1	0	4	1	1	0	0	1	0	4	3	0	0	2	0	0	0	1	0	2	1	0	0	1	1	0	0	1	3	0	1	5	4	7	6
sq746	0	0	2	0	2	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	3	3	2	4	0	0	0	20	2	2	3	4	5	0	0	1	0	1
